property_name,society,address,price,rate_per_sqft,total_area_sqft,area_type,bedRoom,bathroom,balcony,additionalRoom,current_floor,total_floors,facing,furnish_status,furnishDetails,features,rating,area_sqft,Environment,Safety,Lifestyle,Connectivity,Green Area,Amenitie,Management,Construction,avg_rating
3BHKFlatinSector69Gurgaon,Tulip Violet4.3 ★,"004, Sector 69 Gurgaon, Gurgaon, Haryana",6500000.0,10139.0,1578.0,Unknown,3.0,3.0,2.0,Pooja Room,14.0,14.0,North-West,Semi-Furnished,"['1 Modular Kitchen', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",5.0,1578.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.75
3BHKFlatinSector69Gurgaon,Tulip Violet4.2 ★,"004, Sector 69 Gurgaon, Gurgaon, Haryana",6500000.0,9513.0,1850.0,Unknown,3.0,4.0,2.0,None,14.0,14.0,South-West,Semi-Furnished,"['1 Modular Kitchen', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Water purifier', 'Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",5.0,1850.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.75
2BHKFlatinSector84Gurgaon,Antriksh Heights3.7 ★,"Antriksh Heights, Sector 84 Gurgaon, Gurgaon, Haryana",6000000.0,5000.0,1200.0,Unknown,2.0,2.0,2.0,None,14.0,19.0,North,Unfurnished,Not Specified,"['Power Back-up', 'Lift(s)', 'High Ceiling Height', 'Swimming Pool', 'Maintenance Staff', 'Park', 'Visitor Parking', 'Internet/wi-fi connectivity', 'Fitness Centre / GYM', 'Club house / Community Center', 'Water softening plant']",4.5,1200.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,3.6666666666666665
3BHKFlatinSector84Gurgaon,Antriksh Heights3.7 ★,"Antriksh Heights, Sector 84 Gurgaon, Gurgaon, Haryana",9200000.0,5041.0,1825.0,Unknown,3.0,3.0,3.0,"Study Room,Pooja Room",2.0,19.0,East,Unfurnished,Not Specified,"['Power Back-up', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Separate entry for servant room', 'No open drainage around', 'Visitor Parking', 'Swimming Pool', 'Park', 'Internet/wi-fi connectivity', 'Fitness Centre / GYM', 'Club house / Community Center', 'Water softening plant']",4.5,1825.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,3.6666666666666665
2BHKFlatinSector84Gurgaon,Antriksh Heights3.7 ★,"Antriksh Heights, Sector 84 Gurgaon, Gurgaon, Haryana",6900000.0,5111.0,1350.0,Unknown,2.0,2.0,3.0,Study Room,8.0,19.0,West,Unfurnished,[],"['Power Back-up', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'No open drainage around', 'Visitor Parking', 'Swimming Pool', 'Park', 'Internet/wi-fi connectivity', 'Fitness Centre / GYM', 'Club house / Community Center', 'Water softening plant']",4.5,1350.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,3.6666666666666665
4BHKFlatinSector90Gurgaon,DLF New Town Heights 13.9 ★,"5555, Sector 90 Gurgaon, Gurgaon, Haryana",6500000.0,6387.0,2364.0,Built Up area,4.0,4.0,3.0,"Servant Room,Pooja Room",6.0,19.0,South,Fully-Furnished,"['4 Wardrobe', '6 Fan', '1 Exhaust Fan', '4 Geyser', '20 Light', '2 AC', '1 Chimney', '1 Curtains', '1 Modular Kitchen', 'No Bed', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",5.0,2364.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.4
3BHKFlatinSector92Gurgaon,Sare Homes,"Sare, Sector 92 Gurgaon, Gurgaon, Haryana",6500000.0,4587.0,1417.0,Carpet area,3.0,3.0,2.0,None,3.0,22.0,Unknown,Unfurnished,Not Specified,['Maintenance Staff'],5.0,1417.0,5.0,3.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0
3BHKFlatinSector92Gurgaon,Sare Crescent Parc3.5 ★,"Sare, Sector 92 Gurgaon, Gurgaon, Haryana",5100000.0,4080.0,1250.0,Unknown,3.0,2.0,2.0,None,2.0,4.0,North,Unfurnished,[],"['Power Back-up', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Swimming Pool', 'Park', 'Internet/wi-fi connectivity', 'Shopping Centre', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']",4.0,1250.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.6
2BHKFlatinSector82Gurgaon,Vatika Iris Floors,"Sector 82 Gurgaon, Gurgaon, Haryana",6340000.0,5590.0,1134.0,Unknown,2.0,2.0,3.0,Study Room,2.0,3.0,East,Unfurnished,Not Specified,"['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'Piped-gas', 'Swimming Pool', 'Park', 'Security Personnel', 'Internet/wi-fi connectivity', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']",4.0,1134.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0
4BHKFlatinSector86Gurgaon,DLF New Town Heights 24.0 ★,"Sector 86 Gurgaon, Gurgaon, Haryana",6500000.0,5786.0,2364.0,Unknown,4.0,4.0,3.0,"Pooja Room,Study Room,Servant Room",21.0,22.0,North-West,Unfurnished,Not Specified,"['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Separate entry for servant room', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center', 'Water softening plant']",5.0,2364.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0,4.0,4.333333333333333
2BHKFlatinSector81Gurgaon,Bestech Park View Ananda4.2 ★,"Upper Floor, Sector 81 Gurgaon, Gurgaon, Haryana",9500000.0,6985.0,1360.0,Built Up area,2.0,2.0,2.0,None,13.0,15.0,South-East,Semi-Furnished,"['2 Wardrobe', '4 Fan', '1 Exhaust Fan', '2 Geyser', '6 Light', '1 Curtains', '1 Chimney', '1 Modular Kitchen', 'No AC', 'No Bed', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Centrally Air Conditioned', 'Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",5.0,1360.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0
3BHKFlatinSector90Gurgaon,DLF Regal Gardens3.9 ★,"Multiple Options In, Sector 90 Gurgaon, Gurgaon, Haryana",6500000.0,6926.0,1747.0,Unknown,3.0,3.0,3.0,Others,29.0,29.0,West,Unfurnished,Not Specified,"['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Low Density Society', 'Shopping Centre', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']",5.0,1747.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.5
3BHKFlatinSector81Gurgaon,DLF The Ultima4.0 ★,"Best Deal, Sector 81 Gurgaon, Gurgaon, Haryana",6500000.0,11190.0,2100.0,Unknown,3.0,4.0,3.0,Servant Room,7.0,30.0,North-East,Fully-Furnished,"['1 Water Purifier', '5 Fan', '1 Fridge', '1 Exhaust Fan', '3 Geyser', '1 Stove', '8 Light', '5 AC', '1 Modular Kitchen', '1 Chimney', '1 Curtains', '3 Wardrobe', '1 Washing Machine', '1 Microwave', 'No Bed', 'No Dining Table', 'No Sofa', 'No TV']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'Water purifier', 'Maintenance Staff', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Internet/wi-fi connectivity', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']",5.0,2100.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.4
4BHKFlatinSector90Gurgaon,DLF Regal Gardens3.9 ★,"1256, Sector 90 Gurgaon, Gurgaon, Haryana",6500000.0,7449.0,2215.0,Built Up area,4.0,4.0,3.0,None,15.0,29.0,East,Semi-Furnished,"['1 Exhaust Fan', '4 Geyser', '10 Light', '6 AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Fan', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Water purifier', 'Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",5.0,2215.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.5
3BHKFlatinSector84Gurgaon,Antriksh Heights3.7 ★,"Antriksh Heights, Sector 84 Gurgaon, Gurgaon, Haryana",9000000.0,4931.0,1825.0,Unknown,3.0,3.0,3.0,None,11.0,19.0,South,Unfurnished,Not Specified,"['Power Back-up', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Visitor Parking', 'Swimming Pool', 'Park', 'Internet/wi-fi connectivity', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Club house / Community Center', 'Water softening plant']",4.5,1825.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,3.6666666666666665
2BHKFlatinSector84Gurgaon,Antriksh Heights3.7 ★,"Antriksh Heights, Sector 84 Gurgaon, Gurgaon, Haryana",5350000.0,4458.0,1200.0,Unknown,2.0,2.0,3.0,None,17.0,19.0,North-West,Unfurnished,Not Specified,"['Power Back-up', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Separate entry for servant room', 'No open drainage around', 'Visitor Parking', 'Swimming Pool', 'Park', 'Internet/wi-fi connectivity', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']",4.5,1200.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,3.6666666666666665
4BHKFlatinSector84Gurgaon,Antriksh Heights3.7 ★,"Antriksh Heights, Sector 84 Gurgaon, Gurgaon, Haryana",6500000.0,4868.0,2095.0,Unknown,4.0,4.0,3.0,"Servant Room,Pooja Room",11.0,19.0,North,Unfurnished,Not Specified,"['Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Visitor Parking', 'Swimming Pool', 'Park', 'Internet/wi-fi connectivity', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']",4.5,2095.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,3.6666666666666665
4BHKFlatinSector90Gurgaon,DLF Regal Gardens3.9 ★,"Sector 90 Gurgaon, Gurgaon, Haryana",6500000.0,8040.0,2215.0,Unknown,4.0,4.0,3.0,None,12.0,29.0,North-East,Semi-Furnished,"['6 AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Modular Kitchen', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Intercom Facility', 'Lift(s)', 'No open drainage around', 'Bank Attached Property', 'Swimming Pool', 'Park', 'Security Personnel', 'Low Density Society', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']",5.0,2215.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.5
3BHKFlatinSector90Gurgaon,DLF Regal Gardens3.9 ★,"235, Sector 90 Gurgaon, Gurgaon, Haryana",6500000.0,7103.0,1818.0,Built Up area,3.0,3.0,3.0,Servant Room,12.0,29.0,South-East,Semi-Furnished,"['1 Exhaust Fan', '3 Geyser', '7 Light', '5 AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Fan', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Water purifier', 'Centrally Air Conditioned', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'Separate entry for servant room', 'Piped-gas', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",5.0,1818.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.5
3BHKFlatinSector90Gurgaon,DLF Regal Gardens3.9 ★,"Maximum Option In, Sector 90 Gurgaon, Gurgaon, Haryana",6500000.0,5931.0,1720.0,Unknown,3.0,3.0,3.0,Others,18.0,19.0,North-East,Unfurnished,Not Specified,"['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Swimming Pool', 'Water Storage', 'Park', 'Visitor Parking', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting']",5.0,1720.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.5
3BHKFlatinSector81Gurgaon,DLF The Ultima4.0 ★,"888, Sector 81 Gurgaon, Gurgaon, Haryana",6500000.0,11726.0,2132.0,Built Up area,3.0,3.0,2.0,Servant Room,4.0,29.0,South-East,Fully-Furnished,"['1 Fridge', '6 Fan', '1 Exhaust Fan', '5 Geyser', '1 Microwave', '1 Washing Machine', '23 Light', '1 Chimney', '1 Modular Kitchen', 'No AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Water Purifier']","['Power Back-up', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Separate entry for servant room', 'No open drainage around', 'Swimming Pool', 'Park', 'Security Personnel', 'Internet/wi-fi connectivity', 'Low Density Society', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']",5.0,2132.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.4
3BHKFlatinSector70AGurgaon,AIPL The Peaceful Homes3.9 ★,"Best Deal, Sector 70A Gurgaon, Gurgaon, Haryana",6500000.0,10723.0,2350.0,Unknown,3.0,4.0,3.0,Servant Room,8.0,30.0,West,Semi-Furnished,"['1 Stove', '1 Modular Kitchen', '1 Chimney', 'No AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Water purifier', 'Centrally Air Conditioned', 'Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",5.0,2350.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.5
4BHKFlatinSector-33Sohna,Central Park Flower Valley,"Sector-33 Sohna, Gurgaon, Haryana",6500000.0,12777.0,1800.0,Carpet area,4.0,4.0,3.0,"Pooja Room,Servant Room",5.0,13.0,North-East,Semi-Furnished,"['4 Wardrobe', '4 Fan', '18 Light', '1 Chimney', '5 AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Geyser', 'No Modular Kitchen', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Park', 'Visitor Parking']",4.5,1800.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.333333333333333
3BHKFlatinSector-33Sohna,Central Park Flower Valley,"Sector-33 Sohna, Gurgaon, Haryana",6500000.0,11923.0,1300.0,Carpet area,3.0,3.0,3.0,None,7.0,13.0,North-East,Semi-Furnished,"['4 Wardrobe', '7 Fan', '3 Geyser', '11 Light', '4 AC', '1 Modular Kitchen', '1 Chimney', '2 Curtains', 'No Bed', 'No Dining Table', 'No Exhaust Fan', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']",4.5,1300.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.333333333333333
3BHKFlatinSector90Gurgaon,DLF New Town Heights 13.9 ★,"Sector 90 Gurgaon, Gurgaon, Haryana",6500000.0,6217.0,1930.0,Unknown,3.0,3.0,3.0,None,15.0,19.0,North,Unfurnished,Not Specified,"['Power Back-up', 'Lift(s)', 'Swimming Pool', 'Maintenance Staff', 'Park', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center', 'Water softening plant']",5.0,1930.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.4
4BHKFlatinSector90Gurgaon,DLF New Town Heights 13.9 ★,"Sector 90 Gurgaon, Gurgaon, Haryana",6500000.0,6979.0,2364.0,Unknown,4.0,4.0,3.0,Servant Room,15.0,19.0,South-East,Semi-Furnished,"['4 Wardrobe', '6 Fan', '1 Exhaust Fan', '3 Geyser', '10 Light', '1 Chimney', '1 Modular Kitchen', 'No AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Security / Fire Alarm', 'Power Back-up', 'Intercom Facility', 'Lift(s)', 'Water purifier', 'Maintenance Staff', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Internet/wi-fi connectivity', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']",5.0,2364.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.4
3BHKFlatinSector79Gurgaon,Mapsko Mount Ville4.1 ★,"Sector 79 Gurgaon, Gurgaon, Haryana",6500000.0,8389.0,1490.0,Carpet area,3.0,3.0,3.0,None,16.0,31.0,North,Fully-Furnished,"['5 Fan', '1 Exhaust Fan', '3 Geyser', '15 Light', '4 AC', '1 Chimney', '4 Curtains', '1 Modular Kitchen', '3 Wardrobe', 'No Bed', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']",5.0,1490.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.8
3BHKFlatinSector79Gurgaon,Mapsko Mount Ville4.1 ★,"123, Sector 79 Gurgaon, Gurgaon, Haryana",6500000.0,8053.0,1490.0,Unknown,3.0,3.0,3.0,None,24.0,30.0,West,Semi-Furnished,"['3 Wardrobe', '5 Fan', '1 Exhaust Fan', '3 Geyser', '20 Light', '1 Chimney', '1 Modular Kitchen', '4 AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Washing Machine', 'No Water Purifier']","['Lift(s)', 'Park']",5.0,1490.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,4.8
3BHKFlatinSector69Gurgaon,Tulip Leaf,"Sector 69 Gurgaon, Gurgaon, Haryana",6500000.0,11386.0,1812.0,Unknown,3.0,3.0,3.0,None,16.0,20.0,South-West,Semi-Furnished,"['1 Modular Kitchen', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']",4.0,1812.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0
3BHKFlatinSector69Gurgaon,Tulip Leaf,"Sector 69 Gurgaon, Gurgaon, Haryana",6500000.0,11423.0,1812.0,Unknown,3.0,3.0,3.0,None,16.0,20.0,South-West,Semi-Furnished,"['1 Modular Kitchen', 'No AC', 'No Bed', 'No Chimney', 'No Curtains', 'No Dining Table', 'No Exhaust Fan', 'No Fan', 'No Geyser', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']",4.0,1812.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0
3BHKFlatinSector70Gurgaon,Shree Vardhman Victoria3.8 ★,"Sector 70 Gurgaon, Gurgaon, Haryana",6500000.0,8205.0,1950.0,Carpet area,3.0,5.0,3.0,Servant Room,6.0,18.0,West,Semi-Furnished,"['1 Exhaust Fan', '1 Chimney', '1 Modular Kitchen', 'No AC', 'No Bed', 'No Curtains', 'No Dining Table', 'No Fan', 'No Geyser', 'No Light', 'No Microwave', 'No Fridge', 'No Sofa', 'No Stove', 'No TV', 'No Wardrobe', 'No Washing Machine', 'No Water Purifier']","['Centrally Air Conditioned', 'Water purifier', 'Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",5.0,1950.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0
